label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41
HELLO,0.0,0.0,-0.24629750847816467,-0.086232990026474,-0.47383978962898254,-0.03677325323224068,-0.6101633906364441,0.09629032760858536,-0.7147611379623413,0.20374973118305206,-0.5192950963973999,0.36848512291908264,-0.6599628925323486,0.4977603256702423,-0.7419033646583557,0.5761594176292419,-0.8138832449913025,0.643846333026886,-0.43393611907958984,0.5248554944992065,-0.5863335132598877,0.6868175864219666,-0.6748939156532288,0.7633750438690186,-0.7545824646949768,0.8304339051246643,-0.32341471314430237,0.6320397853851318,-0.4633713662624359,0.8008107542991638,-0.5494544506072998,0.8820542693138123,-0.6262487769126892,0.9419345855712891,-0.17290189862251282,0.7054592370986938,-0.27643242478370667,0.8721675276756287,-0.3522791564464569,0.9473845362663269,-0.430051326751709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.23111890256404877,-0.04880371317267418,-0.4490743577480316,0.02278084307909012,-0.5922204852104187,0.15008772909641266,-0.7080605626106262,0.26764976978302,-0.49993234872817993,0.4078810513019562,-0.644709050655365,0.5500307083129883,-0.7333460450172424,0.6294006705284119,-0.8083686828613281,0.6891642808914185,-0.4171639680862427,0.5461911559104919,-0.5578296184539795,0.7135844230651855,-0.641384482383728,0.7996980547904968,-0.712531328201294,0.8678097128868103,-0.31185853481292725,0.6417847275733948,-0.4391689896583557,0.8179745078086853,-0.5202738046646118,0.9075086116790771,-0.5964512228965759,0.9787123799324036,-0.17076629400253296,0.7004919648170471,-0.2655285596847534,0.8753796815872192,-0.33756914734840393,0.9525044560432434,-0.41331595182418823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.24070529639720917,-0.049411989748477936,-0.4451391398906708,0.014369693584740162,-0.5754635334014893,0.14395636320114136,-0.6757421493530273,0.2523499131202698,-0.5005975365638733,0.35651230812072754,-0.6482633948326111,0.4715469181537628,-0.7415212988853455,0.544815719127655,-0.8255946636199951,0.6151073575019836,-0.4299178719520569,0.49345463514328003,-0.5783536434173584,0.6644050478935242,-0.6770196557044983,0.7574831247329712,-0.7660418748855591,0.8394768834114075,-0.33526939153671265,0.5858833193778992,-0.4751430153846741,0.764039933681488,-0.5644147396087646,0.8557618260383606,-0.6463958621025085,0.9306319355964661,-0.2116398811340332,0.647560715675354,-0.3064178228378296,0.8302766680717468,-0.3761970102787018,0.926690936088562,-0.44899970293045044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.23602014780044556,-0.05653438717126846,-0.4441622793674469,0.014417828992009163,-0.583716630935669,0.14442972838878632,-0.6973048448562622,0.24094712734222412,-0.4976154565811157,0.3554145395755768,-0.649809718132019,0.4697750508785248,-0.7471919059753418,0.5410904884338379,-0.833583652973175,0.6099523305892944,-0.4338064193725586,0.49495893716812134,-0.5879141688346863,0.6561518907546997,-0.6903558969497681,0.7454516291618347,-0.784136950969696,0.8273711800575256,-0.3445761501789093,0.5922902822494507,-0.4857775866985321,0.7644537687301636,-0.5731515288352966,0.8504289388656616,-0.6588453650474548,0.9221546649932861,-0.22526510059833527,0.656355082988739,-0.31844964623451233,0.8348351716995239,-0.38542428612709045,0.9293293356895447,-0.4591273069381714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.27435165643692017,-0.08525435626506805,-0.5357705354690552,0.025666674599051476,-0.692145824432373,0.18391583859920502,-0.7833252549171448,0.31851139664649963,-0.6129294037818909,0.4647018313407898,-0.7903152704238892,0.5908463001251221,-0.8844733238220215,0.5514217615127563,-0.9419549703598022,0.4714040458202362,-0.5414859056472778,0.6334266066551208,-0.7143094539642334,0.8109506964683533,-0.8289576768875122,0.8291379809379578,-0.9242375493049622,0.7982190847396851,-0.4281415641307831,0.7583924531936646,-0.5854587554931641,0.9511452913284302,-0.7031754851341248,0.968559741973877,-0.8036330342292786,0.9320275783538818,-0.2707594037055969,0.840732753276825,-0.4029630422592163,1.0,-0.5100597739219666,0.9911176562309265,-0.6068503856658936,0.9302184581756592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.2901594936847687,-0.09485642611980438,-0.5523219108581543,0.00606110505759716,-0.7052121162414551,0.17203523218631744,-0.8060899376869202,0.3033859133720398,-0.6331172585487366,0.4224528670310974,-0.8161311149597168,0.5736345052719116,-0.9054755568504333,0.5421479344367981,-0.9556976556777954,0.4614279270172119,-0.5593894720077515,0.6064065098762512,-0.74448162317276,0.7844929099082947,-0.8611993193626404,0.8003578782081604,-0.9536392092704773,0.7608025074005127,-0.4418266713619232,0.7501671314239502,-0.6129617691040039,0.9447554349899292,-0.7349808216094971,0.9671645164489746,-0.8366150856018066,0.9306861162185669,-0.2751061022281647,0.8542166948318481,-0.414940744638443,1.0,-0.5220394134521484,0.9853618741035461,-0.6156715154647827,0.9214399456977844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.21222388744354248,0.05116385966539383,-0.3930596709251404,0.18953372538089752,-0.4985126852989197,0.3265717029571533,-0.5680712461471558,0.43684667348861694,-0.35179224610328674,0.4744529128074646,-0.4778155982494354,0.5884230136871338,-0.5451524257659912,0.548643946647644,-0.5823481678962708,0.4774182140827179,-0.26659369468688965,0.5787535905838013,-0.3742903769016266,0.7112194299697876,-0.4353383779525757,0.7324404716491699,-0.47868964076042175,0.7357181310653687,-0.1607339084148407,0.651715099811554,-0.24248118698596954,0.8123363256454468,-0.31190750002861023,0.8912742137908936,-0.3697730600833893,0.9468244314193726,-0.035343997180461884,0.6918532848358154,-0.10234387218952179,0.8609139323234558,-0.16518503427505493,0.9449127912521362,-0.22459697723388672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.21301601827144623,0.03207767754793167,-0.4081020951271057,0.1472608745098114,-0.5193870663642883,0.2667638957500458,-0.5635491013526917,0.388285756111145,-0.3584694564342499,0.43192625045776367,-0.48918387293815613,0.5464536547660828,-0.5619686245918274,0.48538318276405334,-0.605580747127533,0.40206098556518555,-0.27584317326545715,0.5378715395927429,-0.39210641384124756,0.692516565322876,-0.47510865330696106,0.7542431950569153,-0.5349767804145813,0.7964694499969482,-0.17295826971530914,0.611779510974884,-0.27428576350212097,0.7843249440193176,-0.35958150029182434,0.8856167197227478,-0.4306379556655884,0.9634614586830139,-0.049796685576438904,0.6547996997833252,-0.12328257411718369,0.8238857388496399,-0.19007448852062225,0.9259923100471497,-0.2584230899810791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.19273623824119568,0.030981063842773438,-0.359049916267395,0.13661189377307892,-0.4351631700992584,0.27857375144958496,-0.4030592143535614,0.3606141209602356,-0.29973137378692627,0.42499685287475586,-0.3823429346084595,0.5889814496040344,-0.4393084943294525,0.7004510760307312,-0.48257508873939514,0.792931854724884,-0.21677027642726898,0.514594554901123,-0.2820888161659241,0.7147979140281677,-0.3299391567707062,0.8451482057571411,-0.3666958808898926,0.9559245705604553,-0.12306525558233261,0.5596796870231628,-0.17393022775650024,0.7629864811897278,-0.21005778014659882,0.8952111601829529,-0.23904171586036682,1.0,-0.01817527413368225,0.5603755116462708,-0.048165012151002884,0.7386820316314697,-0.07104070484638214,0.8494802713394165,-0.09442324936389923,0.9383413195610046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLO,0.0,0.0,-0.19181716442108154,0.03646714612841606,-0.35742810368537903,0.14848008751869202,-0.44261622428894043,0.2959001660346985,-0.4481755495071411,0.39246854186058044,-0.3153703212738037,0.44781699776649475,-0.40553390979766846,0.6139852404594421,-0.45526137948036194,0.7215177416801453,-0.4902282953262329,0.8121381402015686,-0.22758537530899048,0.5329174399375916,-0.29936057329177856,0.7408909797668457,-0.34480422735214233,0.8710973262786865,-0.3764830231666565,0.9768052101135254,-0.12834829092025757,0.5718445777893066,-0.17425592243671417,0.774370551109314,-0.20652951300144196,0.8999406099319458,-0.23461602628231049,1.0,-0.015090063214302063,0.5655539631843567,-0.025821618735790253,0.7410776615142822,-0.040037792176008224,0.846598207950592,-0.05726632475852966,0.9331036806106567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
